,Area,Mean,Min,Max,X,Y,Slice,Frame
1,0,437,437,437,1850.333,1181.667,14,1
2,0,172,172,172,1849,1181.667,14,2
3,0,245,245,245,1845.667,1181.333,15,3
4,0,383,383,383,1844.333,1181.667,15,4
5,0,475,475,475,1842,1182.333,15,5
6,0,476,476,476,1841.667,1182.333,15,6
7,0,395,395,395,1840.667,1183.333,15,7
8,0,478,478,478,1845.333,1183.333,15,8
9,0,405,405,405,1845.333,1184,15,9
10,0,450,450,450,1845.333,1185,15,10
11,0,480,480,480,1845.333,1184,15,11
12,0,305,305,305,1845.333,1184.667,15,12
13,0,291,291,291,1847.667,1182.333,15,13
14,0,266,266,266,1847.667,1182.667,15,14
15,0,284,284,284,1846.333,1182,15,15
16,0,299,299,299,1845.667,1180.667,15,16
17,0,340,340,340,1843.333,1180.333,15,17
18,0,342,342,342,1846.667,1181.667,15,18
19,0,193,193,193,1847,1184.667,15,19
20,0,128,128,128,1847,1185,15,20
21,0,143,143,143,1845.333,1185,15,21
22,0,118,118,118,1846,1186.333,15,22
23,0,103,103,103,1845.333,1187,15,23
24,0,196,196,196,1844.333,1188.667,15,24
25,0,159,159,159,1840.333,1191,15,25
26,0,164,164,164,1839.333,1192,15,26
27,0,161,161,161,1837.667,1193.667,15,27
28,0,174,174,174,1837.333,1194,15,28
29,0,50,50,50,1837,1193.333,15,29
30,0,82,82,82,1838.667,1193.667,15,30
31,0,140,140,140,1838.333,1194.667,15,31
32,0,116,116,116,1839.333,1193.667,15,32
33,0,175,175,175,1839.333,1193.333,15,33
34,0,220,220,220,1840.667,1197.667,15,34
35,0,64,64,64,1827.5,1266.5,13,1
36,0,93,93,93,1826,1267.5,13,2
37,0,143,143,143,1825,1266.5,13,3
38,0,110,110,110,1825.5,1266.5,13,4
39,0,71,71,71,1828.5,1265.5,14,5
40,0,116,116,116,1827.5,1265.5,14,6
41,0,118,118,118,1825,1265.5,14,7
42,0,105,105,105,1828.5,1266.5,14,8
43,0,89,89,89,1828.5,1266.5,14,9
44,0,111,111,111,1829.5,1266,14,10
45,0,79,79,79,1831,1265.5,14,11
46,0,96,96,96,1834,1264.5,14,12
47,0,51,51,51,1836.5,1264.5,14,13
48,0,63,63,63,1838,1264,14,14
49,0,44,44,44,1841.5,1263,15,15
50,0,51,51,51,1840,1263.5,15,16
51,0,58,58,58,1839.5,1262.5,15,17
52,0,78,78,78,1841,1263,15,18
53,0,71,71,71,1840,1264,15,19
54,0,75,75,75,1840.5,1264,15,20
55,0,48,48,48,1840.5,1264,15,21
56,0,64,64,64,1837,1260,14,22
57,0,83,83,83,1833,1259.5,14,23
58,0,83,83,83,1835,1259.5,14,24
59,0,39,39,39,1836.5,1258.5,15,25
60,0,72,72,72,1834.5,1255.5,15,26
61,0,86,86,86,1833,1254.5,15,27
62,0,95,95,95,1831.5,1255,15,28
63,0,93,93,93,1832,1254,15,29
64,0,110,110,110,1832,1254,15,30
65,0,100,100,100,1832.5,1253,15,31
66,0,108,108,108,1832.5,1254,15,32
67,0,103,103,103,1832.5,1253.5,15,33
68,0,119,119,119,1834.5,1253,15,34
69,0,95,95,95,1830.5,1134,13,1
70,0,86,86,86,1829,1136,13,2
71,0,126,126,126,1827.5,1135,13,3
72,0,179,179,179,1828,1135.5,13,4
73,0,146,146,146,1825.5,1137.5,13,5
74,0,81,81,81,1825,1137.5,13,6
75,0,61,61,61,1824,1138,13,7
76,0,70,70,70,1826.5,1138,13,8
77,0,84,84,84,1826,1137,14,9
78,0,58,58,58,1825,1138.5,14,10
79,0,89,89,89,1826,1139,14,11
80,0,80,80,80,1826.5,1138.5,14,12
81,0,93,93,93,1825.5,1139,14,13
82,0,93,93,93,1825.5,1139,14,14
83,0,62,62,62,1825,1138.5,14,15
84,0,88,88,88,1824.5,1139.5,14,16
85,0,84,84,84,1825,1139.5,14,17
86,0,88,88,88,1824.5,1141,14,18
87,0,102,102,102,1824,1140.5,14,19
88,0,106,106,106,1824,1140.5,14,20
89,0,104,104,104,1822.5,1141,14,21
90,0,126,126,126,1822,1139,14,22
91,0,94,94,94,1823.5,1140,14,23
92,0,103,103,103,1823.5,1141,14,24
93,0,95,95,95,1823,1141.5,14,25
94,0,69,69,69,1823,1141,14,26
95,0,88,88,88,1822,1142,14,27
96,0,98,98,98,1823,1141.5,14,28
97,0,65,65,65,1823,1142,14,29
98,0,92,92,92,1823,1142,14,30
99,0,74,74,74,1823,1142.5,14,31
100,0,60,60,60,1822.5,1143.5,14,32
101,0,75,75,75,1822,1143.5,14,33
102,0,49,49,49,1824,1144,14,34
103,0,62,62,62,1882,1139,13,1
104,0,76,76,76,1882,1133,13,2
105,0,73,73,73,1881,1130.5,13,3
106,0,74,74,74,1877,1115,13,4
107,0,98,98,98,1877,1116,13,5
108,0,67,67,67,1877,1116,13,6
109,0,61,61,61,1879.5,1117,13,7
110,0,23,23,23,1883.5,1115,13,8
111,0,62,62,62,1881.5,1114.5,13,9
112,0,69,69,69,1882.5,1117.5,13,10
113,0,67,67,67,1881.5,1112.5,13,11
114,0,86,86,86,1882.5,1115.5,13,12
115,0,73,73,73,1882.5,1108,13,13
116,0,75,75,75,1882.5,1112.5,13,14
117,0,89,89,89,1882,1112,13,15
118,0,86,86,86,1882,1110,13,16
119,0,124,124,124,1881.5,1113.5,13,17
120,0,133,133,133,1881.5,1115.5,13,18
121,0,85,85,85,1881.5,1115,13,19
122,0,63,63,63,1882,1113,13,20
123,0,96,96,96,1882.5,1110.5,13,21
124,0,69,69,69,1883.5,1110,13,22
125,0,117,117,117,1882.5,1108,13,23
126,0,105,105,105,1883.5,1109,13,24
127,0,99,99,99,1883,1107.5,13,25
128,0,105,105,105,1882.5,1112,13,26
129,0,57,57,57,1884,1101,13,27
130,0,56,56,56,1885,1098.5,13,28
131,0,86,86,86,1885,1098,13,29
132,0,95,95,95,1886.5,1099.5,13,30
133,0,84,84,84,1886,1099.5,13,31
134,0,96,96,96,1887.5,1100,13,32
135,0,81,81,81,1888,1102.5,13,33
136,0,140,140,140,1889,1099,13,34
137,0,196,196,196,1830,1113.5,12,1
138,0,294,294,294,1829.5,1113,12,2
139,0,424,424,424,1827.5,1113,12,3
140,0,472,472,472,1827.5,1113.5,12,4
141,0,353,353,353,1829,1114,12,5
142,0,334,334,334,1828,1114,12,6
143,0,292,292,292,1827.5,1114.5,12,7
144,0,269,269,269,1829.5,1115.5,12,8
145,0,138,138,138,1830,1115,12,9
146,0,170,170,170,1829.667,1115.667,12,10
147,0,113,113,113,1829.667,1115.333,12,11
148,0,181,181,181,1827,1113,12,12
149,0,207,207,207,1826.667,1112.667,12,13
150,0,453,453,453,1826.667,1112.333,12,14
151,0,567,567,567,1825.333,1112,12,15
152,0,475,475,475,1825.667,1112.667,12,16
