,Area,Mean,Min,Max,X,Y,Slice,Frame
1,0,1059,1059,1059,1388,873,12,1
2,0,518,518,518,1389,872,12,2
3,0,691,691,691,1388,872,12,3
4,0,1010,1010,1010,1387,872,12,4
5,0,1690,1690,1690,1385,874,12,5
6,0,1439,1439,1439,1386,873,12,6
7,0,1862,1862,1862,1383,876,12,7
8,0,1785,1785,1785,1381,874,12,8
9,0,1150,1150,1150,1380,876,12,9
10,0,1072,1072,1072,1377,878,12,10
11,0,576,576,576,1374,878,12,11
12,0,795,795,795,1369,882,12,12
13,0,603,603,603,1365,885,12,13
14,0,417,417,417,1362,888,12,14
15,0,362,362,362,1361,888,12,15
16,0,683,683,683,1359,893,12,16
17,0,625,625,625,1357,896,12,17
18,0,441,441,441,1354,896,12,18
19,0,453,453,453,1355,898,12,19
20,0,388,388,388,1355,898,12,20
21,0,438,438,438,1353,904,12,21
22,0,475,475,475,1353,906,12,22
23,0,452,452,452,1349,910,12,23
24,0,394,394,394,1348,911,12,24
25,0,498,498,498,1349,918,12,25
26,0,515,515,515,1350,924,12,26
27,0,532,532,532,1349,922,12,27
28,0,663,663,663,1349,926,12,28
29,0,504,504,504,1350,926,12,29
30,0,565,565,565,1349,925,12,30
31,0,388,388,388,1347,928,12,31
32,0,194,194,194,1344,926,12,32
33,0,161,161,161,1343,929,12,33
34,0,127,127,127,1342,929,12,34
35,0,370,370,370,1345,928,12,35
36,0,37,37,37,1424.667,558,14,1
37,0,43,43,43,1418,556.667,14,2
38,0,51,51,51,1415.333,556.667,14,3
39,0,88,88,88,1410,556.667,14,4
40,0,223,223,223,1363.333,550,14,5
41,0,154,154,154,1352.667,551.333,14,6
42,0,168,168,168,1346,548.667,14,7
43,0,6,6,6,1344.667,554,14,8
44,0,161,161,161,1336.667,554,14,9
45,0,56,56,56,1331.333,554,14,10
46,0,76,76,76,1328,553,14,11
47,0,174,174,174,1327,552,14,12
48,0,50,50,50,1325,556,14,13
49,0,59,59,59,1323,559,14,14
50,0,61,61,61,1322,559,14,15
51,0,125,125,125,1318,564,14,16
52,0,46,46,46,1318,563,14,17
53,0,43,43,43,1316,566,14,18
54,0,29,29,29,1317,564,14,19
55,0,75,75,75,1315,568,14,20
56,0,109,109,109,1312,570,14,21
57,0,67,67,67,1314,570,14,22
58,0,12,12,12,1315,570,14,23
59,0,25,25,25,1314,569,14,24
60,0,71,71,71,1320,566,14,25
61,0,89,89,89,1325,561,14,26
62,0,101,101,101,1324,564,14,27
63,0,65,65,65,1324,563,14,28
64,0,53,53,53,1325,562,14,29
65,0,8,8,8,1324,560,14,30
66,0,3,3,3,1322,558,14,31
67,0,6,6,6,1323,559,14,32
68,0,6,6,6,1323,558,14,33
69,0,40,40,40,1325,556,14,34
70,0,0,0,0,1326,554,14,35
71,0,1069,1069,1069,1599,778.5,16,1
72,0,568,568,568,1597.5,776.5,16,2
73,0,1529,1529,1529,1592,773.5,16,3
74,0,2319,2319,2319,1589,772.5,16,4
75,0,2402,2402,2402,1588,770.5,16,5
76,0,2780,2780,2780,1586.5,770.5,16,6
77,0,4033,4033,4033,1587,770.5,16,7
78,0,3937,3937,3937,1586,770.5,16,8
79,0,3648,3648,3648,1584.5,769.5,16,9
80,0,2992,2992,2992,1583,769.5,16,10
81,0,1795,1795,1795,1580.5,767,16,11
82,0,776,776,776,1566.5,760.5,16,12
83,0,1407,1407,1407,1561,760,16,13
84,0,483,483,483,1543,761.5,16,14
85,0,789,789,789,1539,764.5,16,15
86,0,691,691,691,1511,771.5,16,16
87,0,1186,1186,1186,1498,766,16,17
88,0,1011,1011,1011,1490.5,766.5,16,18
89,0,1090,1090,1090,1483,765.5,16,19
90,0,990,990,990,1477,764.5,16,20
91,0,735,735,735,1474.5,764.5,16,21
92,0,1084,1084,1084,1471,766,16,22
93,0,957,957,957,1468,766.5,16,23
94,0,1158,1158,1158,1464.5,767,16,24
