,Area,Mean,Min,Max,X,Y,Slice,Frame
1,0,121,121,121,1789.25,1524.75,10,1
2,0,193,193,193,1789.25,1523.5,10,2
3,0,334,334,334,1787,1523,10,3
4,0,354,354,354,1786.75,1523.5,10,4
5,0,468,468,468,1786.5,1523.75,10,5
6,0,390,390,390,1786.25,1524,10,6
7,0,479,479,479,1784,1525.25,10,7
8,0,405,405,405,1786,1525.75,10,8
9,0,338,338,338,1785.25,1524.75,10,9
10,0,317,317,317,1787.25,1524.75,10,10
11,0,344,344,344,1787,1524.25,10,11
12,0,282,282,282,1787.75,1524.5,10,12
13,0,261,261,261,1788,1524.25,10,13
14,0,218,218,218,1788.25,1525,10,14
15,0,159,159,159,1787.25,1524.75,10,15
16,0,167,167,167,1786.25,1527,10,16
17,0,172,172,172,1787.25,1526,10,17
18,0,137,137,137,1786.75,1527.75,10,18
19,0,142,142,142,1786.75,1528.75,10,19
20,0,127,127,127,1786.75,1528,10,20
21,0,94,94,94,1786.5,1528.5,10,21
22,0,129,129,129,1785.25,1530.5,10,22
23,0,105,105,105,1785.75,1531,10,23
24,0,128,128,128,1783.75,1528.5,10,24
25,0,143,143,143,1784.25,1526,10,25
26,0,141,141,141,1779.75,1525.5,10,26
27,0,122,122,122,1778.25,1525.5,10,27
28,0,127,127,127,1780,1527.25,10,28
29,0,141,141,141,1780.75,1527.75,10,29
30,0,110,110,110,1781.5,1528.25,10,30
31,0,97,97,97,1775.75,1527.75,10,31
32,0,72,72,72,1774.25,1528.75,10,32
33,0,128,128,128,1769,1528.75,10,33
34,0,101,101,101,1776.25,1534.75,10,34
35,0,245,245,245,2007.5,1047.75,11,1
36,0,145,145,145,2004,1048,11,2
37,0,144,144,144,2000,1050,11,3
38,0,131,131,131,1997,1051,11,4
39,0,236,236,236,1988,1055,11,5
40,0,125,125,125,1980.667,1058.667,11,6
41,0,73,73,73,1973.333,1061.667,11,7
42,0,56,56,56,1968.25,1061.25,11,8
43,0,106,106,106,1964.25,1059,11,9
44,0,70,70,70,1962.5,1059.75,11,10
45,0,45,45,45,1959.25,1058,11,11
46,0,126,126,126,1959.5,1062,11,12
47,0,49,49,49,1954.25,1059,11,13
48,0,136,136,136,1952.25,1059.5,11,14
49,0,76,76,76,1952.75,1059,11,15
50,0,38,38,38,1953.5,1059.25,11,16
51,0,72,72,72,1952,1059.75,11,17
52,0,57,57,57,1952,1060.5,11,18
53,0,114,114,114,1950.5,1059.75,11,19
54,0,142,142,142,1951.75,1060,11,20
55,0,68,68,68,1951.75,1063,11,21
56,0,76,76,76,1951.5,1063.25,11,22
57,0,50,50,50,1951.25,1062.75,11,23
58,0,112,112,112,1951.25,1064.25,11,24
59,0,76,76,76,1950.25,1062.75,11,25
60,0,150,150,150,1951.5,1065,11,26
61,0,80,80,80,1950,1064.5,11,27
62,0,87,87,87,1950.75,1065.25,11,28
63,0,66,66,66,1950,1063.75,11,29
64,0,72,72,72,1949.5,1064.75,11,30
65,0,46,46,46,1950.75,1066.25,11,31
66,0,95,95,95,1951.25,1065,11,32
67,0,234,234,234,1953,1067,11,33
68,0,96,96,96,1951.5,1065.75,11,34
69,0,18,18,18,1764.333,1443.833,12,1
70,0,52,52,52,1757.667,1444.667,12,2
71,0,40,40,40,1753.833,1445.333,12,3
72,0,46,46,46,1748.833,1446.833,12,4
