,Area,Mean,Min,Max,X,Y,Slice,Frame
1,0,1813,1813,1813,166.333,172,5,1
2,0,1193,1193,1193,162.333,172,5,2
3,0,977,977,977,161,168.667,5,3
4,0,910,910,910,165.167,165.333,5,4
5,0,393,393,393,166,165.667,5,5
6,0,1558,1558,1558,165.833,166.833,6,6
7,0,1980,1980,1980,165.667,166.167,6,7
8,0,2708,2708,2708,164.333,167,6,8
9,0,2145,2145,2145,166.667,167.833,6,9
10,0,587,587,587,167.833,166,6,10
11,0,1008,1008,1008,169.667,166.667,6,11
12,0,749,749,749,170.667,168,6,12
13,0,1146,1146,1146,164.833,170.833,6,13
14,0,829,829,829,165,173.167,6,14
15,0,1184,1184,1184,164.833,172.333,6,15
16,0,1164,1164,1164,162.667,172.333,6,16
17,0,1969,1969,1969,160.333,173,6,17
18,0,1549,1549,1549,160.333,172.833,7,18
19,0,1446,1446,1446,160.5,170.167,7,19
20,0,662,662,662,166.5,166.5,7,20
21,0,540,540,540,167,162.667,7,21
22,0,353,353,353,172.667,160.5,7,22
23,0,240,240,240,169.333,159.333,7,23
24,0,2052,2052,2052,172.667,156.833,6,24
25,0,3148,3148,3148,171.5,156.833,6,25
26,0,3496,3496,3496,173.667,155.333,6,26
27,0,3163,3163,3163,180.5,147.833,6,27
28,0,2067,2067,2067,178.5,145.833,6,28
29,0,2192,2192,2192,179.667,145.167,6,29
30,0,2696,2696,2696,181.167,145.167,6,30
31,0,1699,1699,1699,180,144,6,31
32,0,992,992,992,179,142,6,32
33,0,474,474,474,178,139,6,33
34,0,1731,1731,1731,179.5,137,5,34
35,0,811,811,811,182.667,135.667,5,35
36,0,1477,1477,1477,213,1069,8,1
37,0,1463,1463,1463,217,1064,7,2
38,0,1339,1339,1339,215.625,1061.625,7,3
39,0,1116,1116,1116,215.25,1061.125,7,4
40,0,1315,1315,1315,215.25,1061.75,7,5
41,0,1334,1334,1334,215.25,1061.125,7,6
42,0,1258,1258,1258,215.625,1060.875,7,7
43,0,1325,1325,1325,215.125,1060.75,7,8
44,0,1423,1423,1423,215.375,1060.25,7,9
45,0,1204,1204,1204,215.125,1060.125,7,10
46,0,1338,1338,1338,216,1060,7,11
47,0,1683,1683,1683,219.75,1059.5,7,12
48,0,2036,2036,2036,225.25,1059.25,7,13
49,0,1943,1943,1943,228,1058.625,7,14
50,0,2306,2306,2306,227.75,1059,7,15
51,0,1826,1826,1826,228,1058.75,7,16
52,0,1436,1436,1436,229.125,1058.25,7,17
53,0,1475,1475,1475,234.25,1058.375,7,18
54,0,2146,2146,2146,236.375,1057.875,7,19
55,0,1771,1771,1771,236.5,1058.125,7,20
56,0,1702,1702,1702,238.125,1057.875,7,21
57,0,2433,2433,2433,238.875,1058.25,8,22
58,0,2667,2667,2667,240.375,1058.375,8,23
59,0,3083,3083,3083,247,1058.125,8,24
60,0,3608,3608,3608,247.25,1057.875,8,25
61,0,3340,3340,3340,246.625,1059.375,8,26
62,0,3197,3197,3197,247.125,1059.375,8,27
63,0,3625,3625,3625,247.5,1059.625,8,28
64,0,3860,3860,3860,246.875,1060.125,8,29
65,0,3735,3735,3735,246.875,1060.875,8,30
66,0,4138,4138,4138,247,1061,8,31
67,0,3587,3587,3587,249,1060.5,8,32
68,0,5777,5777,5777,256.375,1056.25,9,33
69,0,6089,6089,6089,256.75,1056.375,9,34
70,0,5304,5304,5304,255.875,1056.75,9,35
71,0,6777,6777,6777,119,241,7,1
72,0,5436,5436,5436,119,242,7,2
73,0,6797,6797,6797,116.25,237.5,7,3
74,0,6034,6034,6034,117,236.75,7,4
75,0,6073,6073,6073,119.25,238.25,8,5
76,0,6802,6802,6802,121.25,236.5,8,6
77,0,6813,6813,6813,121.25,235,8,7
78,0,6807,6807,6807,123,235,8,8
79,0,6836,6836,6836,121,233.5,8,9
80,0,6849,6849,6849,123.5,232.75,8,10
81,0,6851,6851,6851,121.25,232.5,8,11
82,0,6871,6871,6871,121.5,231.75,8,12
83,0,6832,6832,6832,122.25,230.5,8,13
84,0,6852,6852,6852,122,229.75,8,14
85,0,6650,6650,6650,122.75,228.75,8,15
86,0,6319,6319,6319,124.5,225,8,16
87,0,5934,5934,5934,124.25,225.75,8,17
88,0,5661,5661,5661,126.5,223.25,8,18
89,0,5209,5209,5209,125.5,223,8,19
90,0,6284,6284,6284,124.75,220.5,8,20
91,0,5565,5565,5565,125.75,220.75,8,21
92,0,5435,5435,5435,125.75,222.25,8,22
93,0,6281,6281,6281,125,223,8,23
94,0,6049,6049,6049,125,222.5,8,24
95,0,6104,6104,6104,126,221.5,8,25
96,0,5639,5639,5639,129.25,219.5,8,26
97,0,5592,5592,5592,131.5,217.5,8,27
98,0,5485,5485,5485,132,216.75,8,28
99,0,4978,4978,4978,134.25,215.75,8,29
100,0,5158,5158,5158,137.25,212.75,8,30
101,0,5978,5978,5978,137,214.25,8,31
102,0,5658,5658,5658,136.75,210.5,8,32
103,0,5614,5614,5614,137,210.75,8,33
104,0,3293,3293,3293,136.75,209.5,8,34
105,0,2832,2832,2832,136,208.5,8,35
106,0,4885,4885,4885,155.75,219.5,7,1
107,0,5201,5201,5201,154,212.75,6,2
108,0,4338,4338,4338,151,213.25,7,3
109,0,7068,7068,7068,150,213.5,7,4
110,0,6842,6842,6842,149.5,213.25,7,5
111,0,4547,4547,4547,149.25,213.25,7,6
112,0,3124,3124,3124,148,214.25,8,7
113,0,6989,6989,6989,144.5,220.5,8,8
114,0,7017,7017,7017,145.25,218.5,8,9
115,0,7032,7032,7032,146.25,216.75,8,10
116,0,7043,7043,7043,146.5,216.75,8,11
117,0,7068,7068,7068,146,214.25,8,12
118,0,7069,7069,7069,145,214.5,8,13
119,0,7080,7080,7080,145,213.25,8,14
120,0,7074,7074,7074,145.5,214,8,15
121,0,7072,7072,7072,145.25,214,8,16
122,0,7088,7088,7088,146.5,213.25,8,17
123,0,7079,7079,7079,148.5,212,8,18
124,0,7131,7131,7131,147.75,209,8,19
125,0,7164,7164,7164,150,206,8,20
126,0,7193,7193,7193,152.75,204,8,21
127,0,7212,7212,7212,155,202.5,8,22
128,0,7232,7232,7232,156.25,200.5,8,23
129,0,7245,7245,7245,156.25,199.5,8,24
130,0,7258,7258,7258,159,198.25,8,25
131,0,6974,6974,6974,164.5,196.75,8,26
132,0,6943,6943,6943,167.5,194.75,8,27
133,0,6719,6719,6719,169.5,194,8,28
134,0,7317,7317,7317,172,192.5,8,29
135,0,7323,7323,7323,172.75,191.5,8,30
136,0,7213,7213,7213,172.5,190,8,31
137,0,7081,7081,7081,170.75,188.75,8,32
138,0,7223,7223,7223,172,188.5,8,33
139,0,4270,4270,4270,169.5,188.5,8,34
140,0,5723,5723,5723,169,190.25,8,35
141,0,7169,7169,7169,339.25,1035.25,11,1
142,0,7155,7155,7155,342,1031,10,2
143,0,7152,7152,7152,341.75,1029.25,10,3
144,0,7154,7154,7154,341.167,1029,10,4
145,0,7016,7016,7016,340,1029.333,10,5
146,0,6938,6938,6938,339.167,1029,10,6
147,0,4328,4328,4328,340,1028.333,11,7
148,0,6048,6048,6048,339.5,1028.167,11,8
149,0,6943,6943,6943,340.167,1027.667,11,9
150,0,6469,6469,6469,339.167,1027.5,11,10
151,0,6969,6969,6969,338.667,1026.667,11,11
152,0,7170,7170,7170,337.833,1027.333,11,12
153,0,7175,7175,7175,337.5,1027.167,11,13
154,0,7179,7179,7179,336.667,1027.667,11,14
155,0,7187,7187,7187,337.667,1027.167,11,15
156,0,7198,7198,7198,337.5,1028.167,11,16
157,0,6940,6940,6940,337.833,1028.833,11,17
158,0,7132,7132,7132,336.833,1028.167,11,18
159,0,7134,7134,7134,335,1026.833,11,19
160,0,7130,7130,7130,335,1026.833,11,20
161,0,6676,6676,6676,334.667,1027,11,21
162,0,6261,6261,6261,335,1026.5,11,22
163,0,5766,5766,5766,336.833,1028.333,11,23
164,0,3386,3386,3386,342.5,1032.5,11,24
165,0,3496,3496,3496,342.5,1030.5,11,25
166,0,2808,2808,2808,342.167,1032.333,11,26
167,0,2780,2780,2780,343.833,1032.833,11,27
168,0,2593,2593,2593,346.833,1031.333,12,28
169,0,2783,2783,2783,348.333,1033.5,12,29
170,0,4148,4148,4148,345.833,1034,12,30
171,0,2687,2687,2687,346.833,1036.333,12,31
172,0,3021,3021,3021,346.167,1035.667,12,32
173,0,2905,2905,2905,348.333,1035.167,12,33
174,0,4484,4484,4484,348.833,1034.5,12,34
175,0,3955,3955,3955,351.5,1034,12,35
176,0,4492,4492,4492,377,941,13,1
177,0,4217,4217,4217,386.333,947,12,2
178,0,4436,4436,4436,385.833,947.667,12,3
179,0,3671,3671,3671,387,949.167,12,4
180,0,2603,2603,2603,392.667,955.167,12,5
181,0,2477,2477,2477,401.333,961.667,12,6
182,0,2355,2355,2355,403,963.667,12,7
183,0,2249,2249,2249,401.333,963.5,12,8
184,0,2430,2430,2430,403.333,964,12,9
185,0,2559,2559,2559,403.667,964.167,12,10
186,0,3237,3237,3237,400.833,964.333,13,11
187,0,2894,2894,2894,403.833,964.167,13,12
188,0,2572,2572,2572,405.833,965.5,12,13
189,0,2857,2857,2857,404.833,964.667,12,14
190,0,2928,2928,2928,404.167,964.333,12,15
191,0,3290,3290,3290,405,965.5,12,16
192,0,3400,3400,3400,405.333,964.833,12,17
193,0,3383,3383,3383,406.833,964.667,13,18
194,0,3181,3181,3181,414.5,959.167,13,19
195,0,1795,1795,1795,418.833,957.5,13,20
196,0,3661,3661,3661,420.667,957.5,13,21
197,0,2877,2877,2877,420.167,959,13,22
198,0,2881,2881,2881,420.333,957.5,13,23
199,0,2622,2622,2622,420.5,958.667,13,24
200,0,2656,2656,2656,420.667,958.667,13,25
201,0,3134,3134,3134,420.5,959.667,13,26
202,0,2486,2486,2486,421.167,959.167,13,27
203,0,2421,2421,2421,421.167,959.667,13,28
204,0,2779,2779,2779,421.5,961.167,13,29
205,0,2244,2244,2244,419.667,960.5,13,30
206,0,2747,2747,2747,420.5,960.5,13,31
207,0,2155,2155,2155,422.5,961.833,13,32
208,0,2252,2252,2252,421.833,961.333,13,33
209,0,2052,2052,2052,422.167,962.833,13,34
210,0,2156,2156,2156,421.667,962.5,13,35
211,0,1378,1378,1378,437.333,751,15,1
212,0,1475,1475,1475,442.333,748.333,14,2
213,0,1353,1353,1353,442.667,748.667,14,3
214,0,964,964,964,443.167,747.833,14,4
215,0,929,929,929,442.5,747.333,14,5
216,0,1029,1029,1029,443.333,748.167,15,6
217,0,1212,1212,1212,444.833,747.167,15,7
218,0,1140,1140,1140,445.167,747,15,8
219,0,1237,1237,1237,445.833,746.5,15,9
220,0,1667,1667,1667,446.167,746.167,15,10
221,0,1834,1834,1834,454.333,746.333,15,11
222,0,1643,1643,1643,455.5,746.833,15,12
223,0,1563,1563,1563,456.833,746.833,15,13
224,0,1525,1525,1525,457,746.667,15,14
225,0,1388,1388,1388,457.833,746.5,15,15
226,0,1487,1487,1487,457,746.167,15,16
227,0,1310,1310,1310,457.833,746.5,15,17
228,0,1207,1207,1207,457.667,746.833,15,18
229,0,1494,1494,1494,457.333,747.167,15,19
230,0,1373,1373,1373,457.667,746.167,15,20
231,0,1235,1235,1235,457,745.667,15,21
232,0,1229,1229,1229,458,746.5,15,22
