,Area,Mean,Min,Max,X,Y,Slice,Frame
1,0,41943,41943,41943,2321.333,535,11,1
2,0,46137,46137,46137,2320,537.667,11,2
3,0,21495,21495,21495,2319.333,539,11,3
4,0,27262,27262,27262,2324,542.333,11,4
5,0,19922,19922,19922,2324,542.333,11,5
6,0,16252,16252,16252,2325.333,545.667,11,6
7,0,20447,20447,20447,2322.667,534.333,11,7
8,0,18874,18874,18874,2331.333,539,11,8
9,0,18874,18874,18874,2326,538.333,11,9
10,0,22544,22544,22544,2333.333,543,11,10
11,0,12058,12058,12058,2335.333,547,11,11
12,0,27262,27262,27262,2322,535,11,12
13,0,14155,14155,14155,2324.667,535.667,11,13
14,0,33554,33554,33554,2362.667,565,11,14
15,0,30408,30408,30408,2382,575,11,15
16,0,40370,40370,40370,2402.667,587.667,11,16
17,0,11534,11534,11534,2385.333,576.333,11,17
18,0,33030,33030,33030,2386.667,580.333,11,18
19,0,34078,34078,34078,2408.667,591.667,11,19
20,0,15728,15728,15728,2418.667,599.667,11,20
21,0,28835,28835,28835,2414,598.333,11,21
22,0,14680,14680,14680,2414,597,11,22
23,0,17301,17301,17301,2406,589.667,11,23
24,0,27787,27787,27787,2408.667,593,11,24
25,0,41943,41943,41943,2406.667,589.667,11,25
26,0,15728,15728,15728,2406.667,589,11,26
27,0,23068,23068,23068,2408.667,589,11,27
28,0,18874,18874,18874,2410,589.667,11,28
29,0,22020,22020,22020,2407.333,589.667,11,29
30,0,10485,10485,10485,2410.667,589,11,30
31,0,14680,14680,14680,2410.667,590.333,11,31
32,0,22020,22020,22020,2410.667,586.333,11,32
33,0,14155,14155,14155,2409.333,586.333,11,33
34,0,13631,13631,13631,2410.667,586.333,11,34
35,0,14155,14155,14155,2410.667,589,11,35
36,0,1048,1048,1048,2173,462.667,15,1
37,0,3145,3145,3145,2174.333,464,15,2
38,0,1572,1572,1572,2174.333,461.333,15,3
39,0,2097,2097,2097,2175.667,461.333,15,4
40,0,0,0,0,2170.333,466.667,15,5
41,0,13107,13107,13107,2175.667,465.333,15,6
42,0,10485,10485,10485,2173,472,15,7
43,0,10485,10485,10485,2167.667,469.333,15,8
44,0,16777,16777,16777,2142,485,15,9
45,0,8388,8388,8388,2176,466,15,10
46,0,20971,20971,20971,2174,467,15,11
