,Area,Mean,Min,Max,X,Y,Slice,Frame
1,0,1048,1048,1048,2172.333,1502,2,1
2,0,2746,2746,2746,2171.333,1502.333,2,2
3,0,1146,1146,1146,2172,1505.333,2,3
4,0,437,437,437,2176.75,1515.25,2,4
5,0,787,787,787,2179.25,1523,2,5
6,0,508,508,508,2182.25,1531.5,2,6
7,0,497,497,497,2184,1539.75,2,7
8,0,707,707,707,2188.25,1543.5,3,8
9,0,788,788,788,2188.5,1543.25,3,9
10,0,711,711,711,2188.5,1544.25,3,10
11,0,614,614,614,2187.5,1547.25,3,11
12,0,443,443,443,2187.75,1549.75,3,12
13,0,478,478,478,2187,1547.25,3,13
14,0,418,418,418,2187,1550.25,3,14
15,0,622,622,622,2186.5,1551,3,15
16,0,706,706,706,2186.25,1553.5,4,16
17,0,567,567,567,2186.25,1553.75,4,17
18,0,589,589,589,2185.75,1554,4,18
19,0,665,665,665,2185.75,1553.75,4,19
20,0,659,659,659,2186.5,1554.75,4,20
21,0,342,342,342,2187.25,1558.75,4,21
22,0,929,929,929,2190.5,1562.75,4,22
23,0,819,819,819,2189.75,1563,4,23
24,0,902,902,902,2189.5,1563.5,4,24
25,0,567,567,567,2190,1563.5,4,25
26,0,484,484,484,2189.25,1562.75,4,26
27,0,693,693,693,2189,1563.25,4,27
28,0,551,551,551,2189,1563.25,4,28
29,0,554,554,554,2189.25,1562.5,4,29
30,0,675,675,675,2189,1563.167,4,30
31,0,551,551,551,2188.167,1563.5,4,31
32,0,691,691,691,2187.5,1562.833,4,32
33,0,459,459,459,2187.667,1562.5,4,33
34,0,473,473,473,2187,1562.333,4,34
35,0,5577,5577,5577,2156,1406.75,4,1
36,0,6460,6460,6460,2153.5,1406.5,4,2
37,0,5839,5839,5839,2150,1405.75,4,3
38,0,5439,5439,5439,2148.75,1405,4,4
39,0,5414,5414,5414,2148.5,1404,4,5
40,0,5588,5588,5588,2147,1404.75,4,6
41,0,7246,7246,7246,2145.5,1404,4,7
42,0,4926,4926,4926,2139.25,1399,4,8
43,0,5796,5796,5796,2131.5,1392,4,9
44,0,7278,7278,7278,2127.25,1389,4,10
45,0,2206,2206,2206,2120.75,1383.25,4,11
46,0,818,818,818,2117,1381.75,5,12
47,0,701,701,701,2116,1381.25,5,13
48,0,706,706,706,2112.5,1379.25,5,14
49,0,923,923,923,2111,1379,5,15
50,0,833,833,833,2108.75,1378.5,5,16
51,0,849,849,849,2106.5,1378.5,5,17
52,0,844,844,844,2105,1378.5,5,18
53,0,804,804,804,2103,1377.5,5,19
54,0,983,983,983,2103.25,1377,5,20
55,0,1541,1541,1541,2103,1375.75,4,21
56,0,1429,1429,1429,2102.5,1375.75,4,22
57,0,1273,1273,1273,2099.25,1373.25,4,23
58,0,1418,1418,1418,2099.25,1373.75,4,24
59,0,1544,1544,1544,2099.25,1373.75,4,25
60,0,1508,1508,1508,2099,1373.75,4,26
61,0,1390,1390,1390,2099.5,1373.5,4,27
62,0,1520,1520,1520,2098.25,1373.5,4,28
63,0,1561,1561,1561,2097.5,1373.75,4,29
64,0,1377,1377,1377,2098,1373.25,4,30
65,0,1042,1042,1042,2098,1373.25,4,31
66,0,1197,1197,1197,2091.25,1368,4,32
67,0,1300,1300,1300,2093.5,1369.25,4,33
68,0,1230,1230,1230,2091.75,1368.75,4,34
69,0,1165,1165,1165,1554.5,929.5,11,1
70,0,1513,1513,1513,1554.75,929.75,11,2
71,0,1572,1572,1572,1555,930,11,3
72,0,1273,1273,1273,1555.5,929.5,11,4
73,0,845,845,845,1555.667,931.667,11,5
74,0,817,817,817,1556.333,930.667,11,6
75,0,699,699,699,1557,930.833,11,7
76,0,850,850,850,1555.833,931.167,12,8
77,0,925,925,925,1555.667,931.5,12,9
78,0,731,731,731,1551.5,921.667,12,10
79,0,814,814,814,1551.667,922.5,12,11
80,0,837,837,837,1551.833,922.167,11,12
81,0,972,972,972,1552.5,921.833,11,13
82,0,800,800,800,1552.333,921.833,11,14
83,0,759,759,759,1552,922.667,12,15
84,0,876,876,876,1551.667,923.333,12,16
85,0,997,997,997,1552.333,924.667,12,17
86,0,816,816,816,1553,924.333,12,18
87,0,976,976,976,1552,924.167,12,19
88,0,939,939,939,1552,922.833,12,20
89,0,1031,1031,1031,1552.667,922.833,12,21
90,0,926,926,926,1551.833,923.167,12,22
