,Area,Mean,Min,Max,X,Y,Slice,Frame
1,0,1987,1987,1987,1273.25,999.5,5,1
2,0,2421,2421,2421,1272,1001.125,4,2
3,0,1169,1169,1169,1272.625,1001.75,4,3
4,0,778,778,778,1276.625,1003.625,4,4
5,0,754,754,754,1273.25,1000.25,4,5
6,0,2134,2134,2134,1272.25,999.25,5,6
7,0,2419,2419,2419,1271.125,999,5,7
8,0,2196,2196,2196,1270.5,998.625,5,8
9,0,1625,1625,1625,1269.875,999.25,6,9
10,0,2480,2480,2480,1273,999.125,6,10
11,0,2310,2310,2310,1268.5,998,6,11
12,0,1746,1746,1746,1269.125,998.5,6,12
13,0,1121,1121,1121,1273.25,996.75,6,13
14,0,1290,1290,1290,1272.375,997.25,7,14
15,0,2287,2287,2287,1263.875,991.5,7,15
16,0,2455,2455,2455,1258,990,7,16
17,0,2252,2252,2252,1259.125,994,7,17
18,0,2099,2099,2099,1258,992.625,7,18
19,0,1799,1799,1799,1261.125,993.125,7,19
20,0,1477,1477,1477,1261.5,992.875,7,20
21,0,1101,1101,1101,1262,992.875,7,21
22,0,1614,1614,1614,1257,990,7,22
23,0,1406,1406,1406,1256.5,990.75,7,23
24,0,1233,1233,1233,1256,991,7,24
25,0,994,994,994,1256.25,990.875,7,25
26,0,811,811,811,1254.125,990.125,7,26
27,0,834,834,834,1252,990.375,7,27
28,0,1096,1096,1096,1251.25,989.875,8,28
29,0,1184,1184,1184,1252,990.375,8,29
30,0,1260,1260,1260,1252.625,991,8,30
31,0,975,975,975,1249.125,991.625,8,31
32,0,1390,1390,1390,1247.25,990.375,8,32
33,0,1004,1004,1004,1245.25,992.375,8,33
34,0,941,941,941,1245.125,991.25,8,34
35,0,916,916,916,1245.625,991.375,8,35
36,0,860,860,860,1528.833,226.333,9,1
37,0,1308,1308,1308,1527.333,227.333,9,2
38,0,1026,1026,1026,1530,226.833,9,3
39,0,443,443,443,1528.167,222.833,9,4
40,0,436,436,436,1525,217.167,9,5
41,0,458,458,458,1515,212.833,9,6
42,0,321,321,321,1499.333,206.667,9,7
43,0,277,277,277,1494.333,202,9,8
44,0,237,237,237,1492.833,196.667,9,9
45,0,30,30,30,1481.667,189.5,9,10
46,0,280,280,280,1479,191.833,9,11
47,0,144,144,144,1474.833,185.833,9,12
48,0,84,84,84,1472.833,182,9,13
49,0,463,463,463,1468.333,178.5,10,14
50,0,540,540,540,1469,177.5,10,15
51,0,1307,1307,1307,1469.333,179,10,16
52,0,1361,1361,1361,1470.5,179.833,10,17
53,0,466,466,466,1471.5,180.5,10,18
54,0,333,333,333,1472.833,181,10,19
55,0,96,96,96,1473.5,181.5,10,20
56,0,56,56,56,1474.5,182,10,21
57,0,133,133,133,1475,183.167,10,22
58,0,59,59,59,1475.833,184.667,10,23
59,0,91,91,91,1475.167,183.667,10,24
60,0,45,45,45,1475.5,183.5,10,25
61,0,60,60,60,1473.833,183.333,10,26
62,0,43,43,43,1478.833,184.5,10,27
63,0,69,69,69,1479.333,185,10,28
64,0,28,28,28,1481.667,186.5,10,29
65,0,35,35,35,1484.667,188.333,10,30
66,0,106,106,106,1481,187.833,9,31
67,0,51,51,51,1485.167,190,9,32
68,0,76,76,76,1490.167,194.833,9,33
69,0,126,126,126,1492,195.167,9,34
70,0,436,436,436,1495.333,200.5,9,35
71,0,1623,1623,1623,1365.75,864,12,1
72,0,1226,1226,1226,1366,863.5,12,2
73,0,1746,1746,1746,1365.75,863.75,12,3
74,0,848,848,848,1360.75,866.75,12,4
75,0,1054,1054,1054,1360.25,866.25,12,5
76,0,1062,1062,1062,1352.75,868.25,12,6
77,0,710,710,710,1345.75,871.25,12,7
78,0,1190,1190,1190,1351.75,878.5,12,8
79,0,1405,1405,1405,1351.25,878,12,9
80,0,2115,2115,2115,1351.5,878.5,12,10
